Date,Heading,Article,Category,Paper,Link,City
2016-11-15 02:12:00,Are demonetised notes striking gold?,"Financial investigation agencies have gathered prima facie evidence suggesting that a number of jewellers and foreign exchange operators in the country indulged in illicit conversion of demonetised Rs. 500 and Rs. 1,000 notes.
The Customs Intelligence has zeroed in over 400 big jewellers in 25 cities on reports that soon after Prime Minister Narendra Modi announced the demonetisation, they showed a sharp jump in sales. In the black market, the gold price had gone up to Rs. 50,000 for 10 grams.
In one case, a jeweller sold 201 kg of gold in just three days, leaving a minuscule balance in its coffers. His accounts are being scrutinised.
“We will share the findings with our sister agencies for necessary action. The Income Tax Department is keeping track of the transactions in question and has served notice,” said a senior Customs official. An estimated 2.5 million jewellers and half-a-million goldsmiths operate across the country.
The agencies suspect that several jewellery houses would show receipts in part payments below Rs.2 lakh per buyer to ensure that they do not have to produce their PAN to the authorities.
The jewellers usually deposit cash in banks every week after producing the transaction records.
If the investigators come across transactions revealing a trend on deliberate splitting of sales, an explanation will be sought from such jewellers.
Following an Enforcement Directorate crackdown on over 70 unscrupulous foreign exchange operators, an official said, such practices have stopped in Delhi. “Irregularities have been found in the transactions of several forex operators in some cities, which are being investigated further,” said the official.

Realty sales

The Income Tax Department is also conducting discreet inquiries on several real estate operators in different States, including Madhya Pradesh, Uttar Pradesh and Maharashtra.
It is suspected that attempts are being made to push the unaccounted-for cash into the system by entering into land deals at highly inflated rates.
Reports of some mid-rung companies trying to adjust cash in their account books have also been received.
Besides, the department is gearing up to investigate the dormant accounts in which huge sums have reportedly been deposited after the demonetisation announcement. Bank authorities have been told to collate and share the record of such transactions with the Finance Ministry.",National,The Hindu,http://www.thehindu.com/news/national/Are-demonetised-notes-striking-gold/article16448460.ece,NEW DELHI
2016-11-15 15:47:00,Supreme Court refuses to stay demonetisation notification,"The Supreme Court on Tuesday refused to stay the November 8 government notification demonetising Rs. 500 and Rs. 1,000 currency and asked the Centre to take immediate measures to alleviate the hardships and sufferings of the traumatised common man who is ""forced"" to stand in queues to withdraw a little bit of his own hard-earned money.
""Tell us, instead of forcing citizens to stand in queues for his own money... and it is traumatic for people to stand in lines for hours doing nothing, why can't you raise their cash withdrawal limit to a reasonable limit?"" Chief Justice T.S. Thakur, who presided over a Bench that comprised Justice D.Y. Chandrachud, questioned the Centre.
Noting that the apex court does not want to interfere with the government's economic policy, Chief Justice Thakur said the objective of demonetisation may be a ""surgical strike"" on black money, but it should not cause hardship to the common man.
Senior advocate Kapil Sibal, appearing for one of the four petitioners, said what is portrayed as a surgical strike on black money is actually a ""carpet-bombing of the common man.""
""Carpenters, masons, daily wage earners, maids vegetable sellers are dependent on cash; we are only wondering if you are capable of doing anything to reduce the trauma of ordinary man?"" Chief Justice Thakur asked Attorney-General Mukul Rohatgi.
The Bench asked the Centre to file an affidavit by November 25, 2016, detailing the various measures it can take to lessen the hardship and inconvenience caused to people without hindering the larger objective of the government notification to get rid of black money and cross-border terror financing.
""After demonetisation, the black money hoarders do not even have the money they once used to have in their pyjamas,"" Mr. Rohatgi submitted.
The A-G said 3.25 lakh crore in Rs. 500/1000 notes was deposited out of 15 or 16 lakh in circulation. At least, Rs. 10 to 11 lakh crore is expected to come in.
""Everyday we will add Rs. 10,000 crore,"" Mr. Rohatgi submitted. He argued that the only argument raised against demonetisation is ""inconvenience.""
""Some collateral damage will take place. I could not calibrate the 2 lakh ATMs, that would have brought the cat out of the bag. I could not print or keep the new money in godowns. There is some pain, we understand. But our objective is to wipe out black money and end terror financing,"" Mr. Rohatgi said.
""though it is not in our or anybody's interest to have people wait in queues, I have to say that for 50 years, when others were in power, we used to wait for our Fiat car, gas and phone connection... We waited. Now, people are willing to wait,"" he said.
He said the ""poor man"" does not anyway have excess cash. ""Poor man does not have Rs. 20 lakh,"" the A-G said, adding that there are 22 crore Jan Dhan accounts.
""Indians are intelligent. They booked air tickets and train reservations with their black money only to withdraw them in new notes,"" Mr. Rohatgi submitted.
He said though there is ""some pain,"" people can make transactions through Paytm, cards, online transfers, etc.
At this point, Mr. Sibal retorted: ""Paytm is a Chinese company. And yes... now we have become a truly cashless society. Nobody has any money with them.""
""Through people's money, they want to wipe out the non-performing assets of the rich. People are dying,"" Mr. Sibal submitted.
In his submissions, Mr. Sibal asked how banks, which are only trustees of a person's money, can restrict withdrawal.
""Under what right can you restrict my right to withdrawal?"" he asked.
Mr. Sibal said the previous “demonetisation"" in 1978 only dealt with high denomination notes which only comprised two per cent of the currency value in circulation. Now, Rs. 500 and Rs. 1000 notes occupy 86 per cent of the currency value.",National,The Hindu,http://www.thehindu.com/news/national/Supreme-Court-refuses-to-stay-demonetisation-notification/article16448531.ece,New Delhi
2016-11-15 01:20:00,Demonetisation to heat up winter session,"The Congress and seven other Opposition parties met on Monday — ahead of the Winter Session of Parliament beginning November 16 — to formulate a joint strategy to put the government on the mat on a range of issues including the demonetisation move that has caused great inconvenience to the people, especially the poor . 
After the meeting, Congress deputy leader in Rajya Sabha Anand Sharma said, “There is broad consensus that the demonetisation issue should be raised in Parliament.”
However, with many leaders not available, the Opposition parties will meet again on Tuesday afternoon to finalise their plans. The Samajwadi Party and the Bahujan Samaj Party are busy campaigning for the Uttar Pradesh elections and the DMK, AIADMK, NCP and AAP were unrepresented on Monday. 
Janata Dal(U) leader Sharad Yadav, who was present at the meeting, told The Hindu, “We are hoping to build the sort of opposition unity that we had on the Land Acquisition Act.” The cohesion then had forced the Modi government to replace its draft Bill with one that satisfied the Opposition. 
On Monday, apart from Mr Yadav, others present at the meeting included the CPI(M)’s Sitaram Yechury, the TMC’s Sudip Bandopadhyay and Derek O'Brien, the CPI’s D. Raja, the RJD’s Prem Chand Gupta, the JMM’s Sushil Kumar and the YSR Congress’s M. Rajamohan Reddy. The Congress was represented by Mr. Sharma and leader in Lok Sabha Mallikarjun Kharge. The leaders also met Leader of Opposition in the Rajya Sabha Ghulam Nabi Azad in Parliament House. 
The focus of their discussion was on steps to unitedly confront the government on the demonetisation move that had had caused great hardship to the common man. Other subjects discussed included the stalemate between the government and the judiciary that had resulted in many vacancies not being filled as well as the grave situation that farmers across the country were facing. 
If the meeting saw archrivals TMC and the CPI(M) coming together on a common platform, there was some heartburn among the Opposition leaders gathered there that TMC chief and West Bengal Chief Minister Mamata Banerjee had independently sought time with President Pranab Mukherjee. “We should have all gone together,” said a senior opposition leader at the meeting. 
Meanwhile, on Monday, Ms. Banerjee, now apparently to forget her rivalry with the Left, tweeted her opposition after Prime Minister Narendra Modi justified the demonetisation move in Ghazipur. “The PM said the poor are sleeping peacefully. This is an insult to commoners and in bad taste. My humble suggestion is not to hit the common people like this.”
The Congress, also continued its daily briefing on the demonetisation issue, as the party’s communication chief Randeep Surjewala said, “India’s ‘wheel of development’ has come to a standstill as crores of people are lining up in front of banks and ATMs giving up their daily livelihood... An autocratic Prime Minister, bloated by the arrogance of numbers, has plunged the country into a state of ‘economic anarchy’, wiping out people’s earnings and creating a colossal sense of fear and insecurity.. People standing in lines outside are neither thieves nor black money hoarders. . Already 23 innocent people have lost their lives,” he said.",National,The Hindu,http://www.thehindu.com/news/national/Demonetisation-to-heat-up-winter-session/article16405269.ece,New Delhi 
2016-11-15 20:31:00,"Demonetisation unscientific, says YSRC ","TIRUPATI: YSR Congress activists, led by party’s State general secretary Bhumana Karunakar Reddy, staged a demonstration at Gandhi Circle here on Tuesday in protest against the “unscientific” demonetisation exercise taken up by the Central government.
Laying a siege to the main road leading to the RTC bus station, the party activists raised slogans against the Centre for “throwing life out of gear and causing serious dent to the nation’s economy.” 
Mr. Reddy said that the Centre should be held responsible for the loss of livelihood of the poor, loss of lives in hospitals for want of money, and imminent fall in the GDP due to the exercise. 
“Tens of thousands of man hours are wasted as people are made to stand in queues to exchange, deposit, and withdraw currency notes. The government should have thought of a hassle-free system before introducing the rule,” he said. 
While stating that party was not against the motto behind the exercise, Mr. Karunakar Reddy said they were against the “haphazard” manner in which it was taken up. 
He rebuked “Modi supporters” of muzzling criticism in the garb of nationalism and terming detractors as “anti-national.”
He was later taken into custody by the Tirupati East police.
Congress stages dharna
Congress workers, led by former MP Chinta Mohan, too staged a dharna at Potti Sriramulu Circle near SVRR Government General Hospital. 
He took exception to the way the Central government was “playing” with the lives of the poor and middle class, while ignoring the super rich, who had actually hoarded unaccounted for money.
Referring to the people running from pillar to post for exchanging their old currency notes, Dr. Mohan wondered if it was the “Acche Din” promised by Prime Minister Narendra Modi. 
“People across the country are suffering, but the Centre is blind to this fact. This government does not want to see the truth,” he charged. 
He was taken into custody for burning the effigy of the Prime Minister and was housed in the Alipiri police station.",Andhra Pradesh,The Hindu,http://www.thehindu.com/news/national/andhra-pradesh/Demonetisation-unscientific-says-YSRC/article16431848.ece,
2016-11-15 01:18:00,Are demonetised notes striking gold?,"Financial investigation agencies have gathered prima facie evidence suggesting that a number of jewellers and foreign exchange operators in the country indulged in illicit conversion of demonetised Rs. 500 and Rs. 1,000 notes. 
The Customs Intelligence has zeroed in over 400 big jewellers in 25 cities on reports that soon after Prime Minister Narendra Modi announced the demonetisation, they showed a sharp jump in sales. In the black market, the gold price had gone up to Rs. 50,000 for 10 grams. 
In one case, a jeweller sold 201 kg of gold in just three days, leaving a minuscule balance in its coffers. His accounts are being scrutinised. 
“We will share the findings with our sister agencies for necessary action. The Income Tax Department is keeping track of the transactions in question and has served notice,” said a senior Customs official. An estimated 2.5 million jewellers and half-a-million goldsmiths operate across the country.
The agencies suspect that several jewellery houses would show receipts in part payments below Rs.2 lakh per buyer to ensure that they do not have to produce their PAN numbers to the authorities. 
The jewellers usually deposit cash in banks every week after producing transaction records. 
If the investigators come across transactions revealing a trend on deliberate splitting of sales, an explanation will be sought from such jewellers. 
Following an Enforcement Directorate crackdown on over 70 unscrupulous foreign exchange operators, an official said, such practices have stopped in Delhi. “Irregularities have been found in the transactions of several forex operators in some cities, which are being investigated further,” said the official. 
The Income Tax Department is also conducting discreet inquiries on several real estate operators in different States, including Madhya Pradesh, Uttar Pradesh and Maharashtra. 
It is suspected that attempts are being made to push the unaccounted-for cash into the system by entering into land deals at highly inflated rates. 
Reports of some mid-rung companies trying to adjust cash in their account books have also been received. 
Besides, the department is gearing up to investigate the dormant accounts in which huge sums have reportedly been deposited after the dem onetisation announcement. Bank authorities have been told to collate and share the record of such transactions with the Finance Ministry.",National,The Hindu,http://www.thehindu.com/news/national/Are-demonetised-notes-striking-gold/article16405150.ece,NEW DELHI 
2016-11-15 19:25:00,Demonetisation eats into Nanjangud temple’s revenue," There has been a drastic decline in the revenue of the Srikanteshwara Temple at Nanjangud post the demonetisation of Rs. 500 and Rs. 1,000 currency last week. According to Jayaprakash, executive officer of the temple, the income of the temple has reduced by over 35 per cent on an average after the demonetisation move of the Union government. The demonetisation process has also had an impact on the number of devotees visiting the temple. There has been a 40 per cent decline in the number of devotees visiting the temple, Mr. Jayaprakash said.
 Mr. Jayaprakash told The Hindu that the average income of the temple is about Rs. 1.25 crore per month, that includes the sale of special entrance tickets, archana tickets and other religious rituals performed at the temple. But after the ban of higher denomination notes, there has been a sharp decline in the income and as well as number of visitors to the temple, he added. 
“Devotees are producing Rs. 500 and Rs. 1,000 notes for different sevas. The temple authorities have no other option but to refuse the Rs. 500 and Rs. 1,000 notes. The temple authorities are asking the devotees to give small denomination notes as religious institutions are not permitted to accept the banned notes,” Mr. Jayaprakash said. As a result, people who can afford to buy tickets for special entrance or special pooja stand in long queues for the darshan and this has resulted in the temple losing a major chunk of its income, Mr. Jayaprakash said. 
 Over 3,500 to 4,000 people normally visit the temple on Sundays, Mondays and other auspicious days and at least 2,000 people visit the temple on other days on an average, he said. “Even dakshine to the arathi thatte has come down drastically,” he said. 
He said that the temple authorities were not aware of people putting bags of the now banned Rs. 500 and Rs. 1,000 notes into the temple hundis. However, he said that he will soon appeal to the Deputy Commissioner of the district to open the hundis in the last week of November to check if the banned notes had been put into them.
Similarly, there has been a sharp decline in the income and the number of visitors to the Chamundeshwari Temple here. ",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Demonetisation-eats-into-Nanjangud-temple%E2%80%99s-revenue/article16430065.ece,Mysuru
2016-11-15 18:18:00,Demonetisation: SUCI activists protest in Mysuru ,"The Socialist Unity Centre of India (SUCI) has questioned the demonetisation exercise of the Union Government to curb black money and described it as a futile endeavour. SUCI activists, who staged a demonstration here on Tuesday, said none of the big fishes with black money have been affected by demonetisation. The commoners and the honest tax-paying citizens are among the worst hit and are bearing the brunt of the Union government’s move, they said. They said similar demonetisation initiatives were taken up in 1946 and 1978 but they were not successful in curbing black money and SUCI averred that a similar outcome may be expected out of the current exercise as well. Individuals with unaccounted for money would have invested them on land, gold and other avenues and rarely hold on to cash and hence the move was affecting the poor and the middle class, they said. “Which political or business big wig is standing in a queue in front of banks and ATMs to withdraw their quota of Rs. 2,000 per day?” questioned SUCI activists. Daily wagers, both in rural and urban areas, are under stress owing to non-payment of wages in the absence of adequate currency notes. “The situation is grave in rural areas where banking network and penetration is low,” they added. ",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Demonetisation-SUCI-activists-protest-in-Mysuru/article16428263.ece,MYSURU 
2016-11-15 01:18:00,Modi terms demonetisation ‘kadak chai’," Prime Minister Narendra Modi said on Monday that the poor supported his decision to demonetise Rs. 500 and Rs. 1,000 notes and questioned the moral authority of his political opponents, especially the Congress, to criticise his step as ‘anti-poor’ and ‘anti-common man’. 
Addressing a parivartan rally in eastern Uttar Pradesh’s Ghazipur, Mr. Modi recalled the Emergency imposed by former Prime Minister Indira Gandhi and charged that the measure was taken only to “save Ms. Gandhi’s seat.” In contrast, Mr. Modi claimed, his move was taken in the “interest of the poor and farmers,” and for the good of the country.
A day after his emotional speech in Goa, the Prime Minister reiterated his appeal to the people to give him 50 days to complete the “big task,” a “mahayagna of honesty,” of unearthing black money. Mr. Modi referred to his own background as a tea-seller. “My decision is kadak (strong) When I was a child, the poor would ask me to make kadak chai. The poor are fond of it. I have a habit since childhood of making kadak chai. It suits the poor but warps the expression of the rich,” he said. 
 As a door-to-door operation against black money would have taken years, he said he was left with only the demonetisation solution.",National,The Hindu,http://www.thehindu.com/news/national/Modi-terms-demonetisation-%E2%80%98kadak-chai%E2%80%99/article16405135.ece,LUCKNOW
2016-11-15 00:00:00,‘Demonetisation has reduced cash flow to cooperative societies’,"Kishan Hegde Kolkebail, president, Udupi District Cooperatives Union, said on Monday that the Union government’s move to demonetise currency notes in the denomination of Rs. 500 and Rs. 1,000 has hit the cooperative sector hard.
He was speaking at the 63rd All India Cooperative Week celebrations organised by the State Federation of Cooperatives, District Cooperatives Union and Udupi Taluk Industrial Cooperative Society, here.
Mr. Kolkebail said that the demonetisation had reduced the cash flow to cooperative societies. These societies could only remit cash to the commercial banks. Though customers were ready to repay their loans, accepting it had become a problem.
Cooperative societies were not official agents for exchanging currency. Only banks registered with the Reserve Bank of India could exchange currency. The cooperatives sector had urged the government to give some relaxation to it, Mr. Kolkebail said.
In his inaugural speech, K. Raviraj Hegde, president, Dakshina Kannada Cooperative Milk Producers Union, said that there were 225 cooperative societies in Udupi district. The working capital of these societies put together was estimated at Rs. 5,000 crore.
They were producing more services to the people than the commercial banks in rural areas.
About the Dakshina Kannada Cooperative Milk Producers Union, he said that nearly 4 lakh litres of milk was being collected daily from the dairy farmers in the district.
The farmers were getting close to Rs. 35 per litre including incentive.
Due to the collection of milk from dairy farmers and their sale in urban centres, nearly Rs. 14 crore was moving from urban areas to rural areas in the region. This showed how cooperative sector was helping the people in the rural areas. It was easier for people to get loans from the cooperative societies than commercial banks, Mr. Hegde, said.
Kokkarne Surendranath Shetty, associate professor, MGM College, delivered a lecture on importance of cooperative societies. Arun Kumar Shetty, president of Udupi Taluk Industrial Cooperative Society; Meenakshi Bannanje, president, Udupi City Municipal Council; Amrita Krishnamurthy, municipal councillor; Praveen B. Nayak, Deputy Registrar of Cooperatives; and Vittal Sherigar, Deputy Director, Cooperatives Audit Department, were present.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/%E2%80%98Demonetisation-has-reduced-cash-flow-to-cooperative-societies%E2%80%99/article16448090.ece,Udupi
2016-11-15 00:00:00,Demonetisation takes the fizz out of property sales,"The impact of demonetisation of Rs. 500 and Rs. 1,000 notes is being felt in the real estate sector, which recorded around 40 per cent slump in transaction in Mysuru.
The worst hit is the sale and resale of plots, which entails high volume of cash, unlike the sale of built or ready-to-occupy apartments that are loan-based. A dip in transactions was seen when the demonetisation move was announced on Tuesday night, said senior sub-registrar of Mysuru South M. Vivek.
He told The Hindu that the slump in the Mysuru south office was about 15 per cent but it was as high as 40 per cent in three other sub-registrar offices in the city. “Against the average 40 site registrations per day in the Mysuru South office, the figures have come down by 15 per cent and there is a dip in high-value transactions,” he added. However, there was a property registration of Rs. 8.9 crore during this period, Mr. Vivek said.
Between Wednesday and Friday, the revenue earned was around Rs.1.3 crore in the Mysuru south office. However, stakeholders, including builders, aver that the slump in real estate transaction was higher. A prominent real estate agent, also into writing deeds, said transactions and registration of sites are down by 50 per cent and only properties with bank loans are being registered. “The scenario will prevail till March 2017 and real estate value will crash further to benefit commoners,” he said.
The real estate market in Mysuru was already stagnating and hence, unless there is a distress sale, sellers are expected to hold on to their property to create an artificial scarcity in the long run, according to him.
However, the Builders Association of India, Mysuru centre, averred that purchase of flats and apartments by the salaried class has not been affected as funding is through loan. Demonetisation will mostly impact sale of sites, BAI said.
But, there is a perception that sale of high-end luxury apartments and properties will be affected.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Demonetisation-takes-the-fizz-out-of-property-sales/article16448212.ece,MYSURU
2016-11-15 23:21:00,"DemonetisationA backbreaking, break-less weak for bank employees","(Blurb: It has been a hectic week of bank employees, who have had to work till way past midnight, in the wake of demonetisation, but they have no complaint.) 
(pic by S. Ramesh Kurup in Nica)
KOZHIKODE: It was nearly 3 o’clock in the morning when T. Sethumadhavan Nair, assistant general manager, State Bank of Travancore, Kozhikode, left his office on November 10.
Most of his colleagues too had stayed back: it was the first day since the banks opened for the public after Prime Minister Narendra Modi’s important speech on live television withdrawing the currency notes of Rs. 500 and 1000.
On the previous day, the banks had not opened for the public, but the employees had worked hard, preparing for the after-effects of demonetisation, the magnitude of which was unprecedented in the country. 
Yet, they were not prepared for the frenzy and the panic the public displayed on November 10. “In my career of 36 years in banking, I have never seen anything like this,” said Sethumadhavan. “We had opened additional counters, but even that was not enough. Besides serving our own customers, my bank also has to supply the currency to 27 other banks in the city; so the load is enormous on our employees.”
They have not taken a day off since November 9. “We do not even get time to have our lunch properly,” said N.L. Premalatha, who works at the Palayam branch of SBT. “But we have no complaints; we understand the difficulties of the common man.”
A. Raghavan, a chief associate at the administrative office of the State Bank of India, Kozhikode, said many of the employees had even cancelled their leaves because of the crisis. “And we had to redeploy of our resources to ensure that the customers got their cash from the counters,” he said. “We stopped doing the back-office work, such as writing reports and opening new accounts, so that everyone could be assigned at the front office.”
Besides handing out the cash, the employees also have had to assure the people that their money was safe in the bank. “At our branch, we have a lot of customers who are migrant labourers, from States like Bengal,” said Raghavan. “Most of them make remittances to their relatives back home. And some of them told us that they were exploited by the natives, who would give them currency notes worth 400 in exchange of the Rs. 500 note.”
Sethumadhavan said he was expecting another busy week for bank employees like him. “But, we are willing to work like this,” he said. 
EOM",Kerala,The Hindu,http://www.thehindu.com/news/national/kerala/DemonetisationA-backbreaking-break-less-weak-for-bank-employees/article16437283.ece,
2016-11-15 23:20:00,Rs.62 lakh in demonetised notes seized; one held ," The City police on Tuesday arrested a person on charge of carrying unaccounted money to the tune of Rs.62 lakh. He was arrested from the Kerala State Road Transport Corporation (KSRTC) bus station on the Mavoor Road here around 4.30 a.m on Tuesday during a routine checking drive following the demonetisation of high value currencies.
A team led by Nadakkavu Sub-Inspector S. Gopakumar arrested C.M. Rasheed, 45, of Palluruthy in Ernakulam, who was found to be transporting demonetised currency notes of Rs.500 and Rs.1,000. 
His mobile phone and a diary containing the details of prospective recipients of the money had also been seized, the police said. He was charged under section 102 (Power of police officer to seize property) of the Code of Criminal Procedure and was released on bail later. 
Officials attached to the Enforcement Directorate and Income Tax Department questioned him and took his statements. Rasheed had acted as a carrier of hawala money earlier too. ",Kerala,The Hindu,http://www.thehindu.com/news/national/kerala/Rs.62-lakh-in-demonetised-notes-seized-one-held/article16437219.ece,Kozhikode
2016-11-15 23:15:00,Sabarimala feels the heat of demonetisation," “We have brought sufficient cash in lower denominations with us, anticipating shortage of currency at the holy hillock in the wake of the demonetisation and withdrawal of the Rs.500 and Rs.1,000,’’ said Ramadurai, an octogenarian Guruswami from Villupuram in Tamil Nadu, who reached Sabarimala along with a 27-member team of pilgrims on Tuesday.
Many pilgrims who talked to The Hindu here on Tuesday when the Ayyappa temple was opened for the two-month Mandalam-Makaravilakku pilgrimage season shared more or less the same thought. 
But, all of them said they had to struggle a lot to mobilise lower-denomination currency notes before embarking on their pilgrimage to Sabarimala. 
“Keeping more bundles of notes was another inconvenience we faced,’’ said another Guruswami from Karnataka. 
However, the traders at Pampa have reportedly started feeling the heat of the demonetisation. R. Ramachandran Nair, a hoteleer at Pampa, told The Hindu that shortage of lower-denomination currency was a major problem merchants of Sabarimala faced.
Meanwhile, Dhanalakshmi Bank, the official bankers of the Travancore Devaswom Board, has opened special counters for currency exchange at Sabarimala Sannidhanam and at Pampa. P. Manikantan, Dhanalakshmi Bank general manager, said two ATMs had already been functioning at Sannidhanam and one at Pampa. 
The bank had arranged sufficient lower-denomination currency notes to meet the growing demand for the same at Sabarimala in the coming days. 
Mr. Manikantan said the bank was also exploring the possibility of installing more ATMs at Sabarimala, if the TDB allotted space for the same, and telecom connectivity.
The State Bank of Travancore too has got an ATM each at Sannidhanam and Pampa that started functioning on Tuesday evening, according to bank sources. ",Kerala,The Hindu,http://www.thehindu.com/news/national/kerala/Sabarimala-feels-the-heat-of-demonetisation/article16436895.ece,SABARIMALA 
2016-11-15 23:15:00,Demonetisation: CPI stages march to SBI office ," The State assistant secretary of the CPI, K. Prakash Babu has said that Prime Minister Narendra Modi had demolished the Constitutional authority of the RBI by announcing the demonetisation of the country’s Rs. 1,000 and Rs. 500 currency notes.
“Mr. Modi had completely sidelined the practical solutions put forth by the RBI in connection with any such move”. Mr Prakash Babu said.
He was inaugurating a dharna by the district unit of the CPI in front of the Kollam main branch of the State Bank of India on Tuesday to register the party’s protest against the alleged indifference of the Centre towards the difficulties faced by the people as a result of the demonetisation.
“Such a move has the aim of reaping political capital from the coming Assembly elections to five States as one of its goals. Black money and counterfeit money are two different entities,” Mr. Prakash Babu said.
 He said that demonetisation appears to have the hidden agenda of wiping out the primary cooperative banks to suit the interests of the corporate houses.
Instead of acting Mr. Modi is trying to run away from the situation he created by telling the people everything would turn normal in 50 days.
 The dharna was presided over by the CPI district secretary N. Anirudhan. City secretary of the party R. Vijayakumar, CPI national council member J. Chindurani and G.S. Jayapal MLA spoke.",Kerala,The Hindu,http://www.thehindu.com/news/national/kerala/Demonetisation-CPI-stages-march-to-SBI-office/article16436873.ece,KOLLAM
2016-11-15 20:22:00,Demonetisation leaves rural economy paralysed ," Last weekend, several instances of panam payattu (also called kurikkalyanam) in Kozhikode, Malappuram and other north Kerala districts were cancelled. The reason — the scrapping of Rs.1,000 and Rs.500 notes.
Panam Payattu is a traditional way of raising funds in the rural areas of these districts for building a house, marrying off a daughter or meeting a financial emergency. At the panam payattu  event, held at a pre-scheduled venue and time (usually on weekends) by the needy person, people chip in for the cause with contributions of Rs.500 or its multiples.
Many of last weekend’s payattu events had to be cancelled because people had no money to give. This is one of the myriad examples of how the demonetisation of high value currency notes is fast paralysing the rural economy.
“I haven’t gone fishing for the past three days,” says Chekhov of Chelannur in Kozhikode. “People don’t have cash with them to pay for my fish.” The 66-year-old Chekhov and his colleagues make a living by fishing in the Pavayil Puzha, a tributary of Korappuzha River. The scooter-borne fish vendors, who buy fish regularly from Chekhov, have not shown up ever since the high value notes were demonetised.
While 1000s and 500s are invalidated, 100s and 50s are hard to come by. Lottery vendors and thattukada operators are among the worst-hit. An elderly lottery vendor at Atholi said he had hardly sold any tickets for the past five days. 
P. Uthaman of Kakkodi, a retired sub-registrar officer who is now a registered document writer, said a large network of people who made a living from the real estate sector were now in trouble. Registration of land, houses and flats had come down to a fourth as the stamp duty and the registration fee needed to be paid in hard currency. Only small transactions and registration of wills and leases were taking place. He said people in the rural areas who had hoped to get their land sold for meeting financial emergencies were tense.
Artisans and semi-skilled workers, electricians and plumbers are all without an income now as people have postponed repairs to their houses. Cobblers, motorbike repairmen, mobile phone shop-owners, autorickshaw drivers and mini-lorry owners are underemployed. In the high-land areas of Kozhikode and Kannur districts, where small rubber plantations are aplenty, many rubber dealers’ shops remain shuttered as they don’t have the money to pay rubber producers.
The economic paralysis triggered by demonetisation in the rural areas have made the people fear that the situation is only going to be worse.",Kerala,The Hindu,http://www.thehindu.com/news/national/kerala/Demonetisation-leaves-rural-economy-paralysed/article16431595.ece,KOZHIKODE
2016-11-15 01:30:00,People’s sufferings has defeated purpose of demonetisation: Karunanidhi ," DMK leader M. Karunanidhi on Monday said even though Prime Minister Narendra Modi’s decision to demonetise Rs. 500 and Rs. 1000 notes was welcome, the sufferings of the people, who struggled to get hold of legal tender, appears to have defeated the purpose of the exercise. 
“It (the exercise) may not succeed in what it seeks to achieve. Instead it seems to have created negative impact. The BJP government should respond to the allegation that the announcement was made with a view to getting votes in Assembly elections in a few States,” he said in a statement.
Citing the report ‘Long queues, dry ATMs fuel anger and frustration’ published in The Hindu, Mr. Karunanidhi said the BJP government should atone for the hardship it had caused to poor people and come out with relief measures.
Recalling Prime Minister Modi’s speech in Goa that crores of poor people slept peacefully after his announcement, Mr Karunanidhi said on the contrary they had lost their sleep and were standing in queues to exchange their money.
He said the Prime Minister also should respond to Delhi Chief Minister Aravind Kejriwal’s accusation that the former had alerted his friends before demonetising Rs. 500 and Rs. 1000 notes.",Tamil Nadu,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/People%E2%80%99s-sufferings-has-defeated-purpose-of-demonetisation-Karunanidhi/article16405552.ece,CHENNAI
2016-11-15 01:23:00,Demonetisation: HC dismisses plea to postpone election ,": Asserting that the court does not believe that the demonetisation process has any impact on the election process, the First Bench of the Madras High Court said, “If at all, it reduces the play of money.”
The Bench comprising Chief Justice S.K. Kaul and Justice R. Mahadevan made the observations while dismissing a miscellaneous petition moved by A.A. Sadik Ali, President of Forum for Election Integrity, seeking to postpone the elections to the Aravakurichi and Thanjavur Assembly constituencies scheduled on November 19 to December 31 in view of demonetisation of high value currencies.
Mr. Sadik Ali alleged that the candidates of the AIADMK and the DMK contesting from the two constituencies had access to robust finance, and hence, there were chances of distribution of money to voters in the denomination of Rs. 500 and 1,000 to the tune of Rs. 50 crores.
“Since an individual voter can exchange currencies worth Rs. 4,000 per day, the black money which would be distributed to them can be easily accounted for,” the petitioner claimed.
Alleging that the election would pave way for large-scale conversion of black money, the petitioner said that unless the election is postponed till December 31, which is the last day to exchange the demonetised currencies, the conversion of such unaccounted money cannot be stopped.",Tamil Nadu,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/Demonetisation-HC-dismisses-plea-to-postpone-election/article16405367.ece,CHENNAI
